Product Name,Code,Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,Model 10,Model 11,Model 12,,
Epson,CEPS-T410XL420-PT,Expression Premium XP-530 Small-in-One,Expression Premium XP-830 Small-in-One,Premium XP-6,,,,,,,,,,,
Epson,CEPS-T410XLC,XP-530 Small-in-One,XP-630 Small-in-One,XP-830 Small-in-One,,,,,,,,,,,
Epson,CEPS-T410XLM,XP-530 Small-in-One,XP-630 Small-in-One,XP-830 Small-in-One,,,,,,,,,,,
Epson,CEPS-T410XLPB,XP-530 Small-in-One,XP-630 Small-in-One,XP-830 Small-in-One,,,,,,,,,,,
Epson,CEPS-T410XLY,XP-530 Small-in-One,XP-630 Small-in-One,XP-830 Small-in-One,,,,,,,,,,,
Epson,CEPS-T676XL120-PT,WorkForce Pro WP-4010,WorkForce Pro WP-4020,WorkForce Pro WP-4023,WorkForce Pro WP-4090,,,,,,,,,,
Epson,CEPS-T676XL220-PT,WorkForce Pro WP-4010,WorkForce Pro WP-4020,WorkForce Pro WP-4023,WorkForce Pro WP-4090,,,,,,,,,,
Epson,CEPS-T676XL320-PT,WorkForce Pro WP-4010,WorkForce Pro WP-4020,WorkForce Pro WP-4023,WorkForce Pro WP-4090,,,,,,,,,,
Epson,CEPS-T676XL420-PT,WorkForce Pro WP-4010,WorkForce Pro WP-4020,WorkForce Pro WP-4023,WorkForce Pro WP-4090,,,,,,,,,,
Epson,CEPS-T676XLC,Workforce 4010,Workforce 4020,Workforce 4023,Workforce 4090,Workforce 4520,Workforce 45,,,,,,,,
Epson,CEPS-T676XLK,Workforce 4010,Workforce 4020,Workforce 4023,Workforce 4090,Workforce 4520,Workforce 45,,,,,,,,
Epson,CEPS-T676XLM,Workforce 4010,Workforce 4020,Workforce 4023,Workforce 4090,Workforce 4520,Workforce 45,,,,,,,,
Epson,CEPS-T676XLY,Workforce 4010,Workforce 4020,Workforce 4023,Workforce 4090,Workforce 4520,Workforce 45,,,,,,,,
Epson,CEPS-T702XL120-PT,WorkForce Pro WF-3720 ,,,,,,,,,,,,,
Epson,CEPS-T702XL220-PT,WorkForce Pro WF-3720 ,,,,,,,,,,,,,
Epson,CEPS-T702XL320-PT,WorkForce Pro WF-3720 ,,,,,,,,,,,,,
Epson,CEPS-T702XL420-PT,WorkForce Pro WF-3720 ,,,,,,,,,,,,,
Epson,CEPS-T702XLC,WorkForce Pro WF-3720 ,,,,,,,,,,,,,
Epson,CEPS-T702XLK,WorkForce Pro WF-3720 ,,,,,,,,,,,,,
Epson,CEPS-T702XLM,WorkForce Pro WF-3720 ,,,,,,,,,,,,,
Epson,CEPS-T702XLY,WorkForce Pro WF-3720 ,,,,,,,,,,,,,
Epson,CEPS-T786XL120-PT,WorkForce Pro WF-4630,WorkForce Pro WF-4640,WorkForce Pro WF-5110,WorkForce Pro WF-5190,,,,,,,,,,
Epson,CEPS-T786XL220-PT,WorkForce Pro WF-4630,WorkForce Pro WF-4640,WorkForce Pro WF-5110,WorkForce Pro WF-5190,,,,,,,,,,
Epson,CEPS-T786XL320-PT,WorkForce Pro WF-4630,WorkForce Pro WF-4640,WorkForce Pro WF-5110,WorkForce Pro WF-5190,,,,,,,,,,
Epson,CEPS-T786XL420-PT,WorkForce Pro WF-4630,WorkForce Pro WF-4640,WorkForce Pro WF-5110,WorkForce Pro WF-5190,,,,,,,,,,
Epson,CEPS-T786XLC,WF 4630,Pro WF 5690,WF 4640,WF 5110,WF 5190,WF 5620,,,,,,,,
Epson,CEPS-T786XLK,WF 4630,Pro WF 5690,WF 4640,WF 5110,WF 5190,WF 5620,,,,,,,,
Epson,CEPS-T786XLM,WF 4630,Pro WF 5690,WF 4640,WF 5110,WF 5190,WF 5620,,,,,,,,
Epson,CEPS-T786XLY,WF 4630,Pro WF 5690,WF 4640,WF 5110,WF 5190,WF 5620,,,,,,,,
Epson,CEPS-T802XL120-PT,WorkForce Pro WF-4720,WorkForce Pro WF-4730,WorkForce Pro WF-4734,WorkForce Pro WF-4740,,,,,,,,,,
Epson,CEPS-T802XL220-PT,WorkForce Pro WF-4720,WorkForce Pro WF-4730,WorkForce Pro WF-4734,WorkForce Pro WF-4740,,,,,,,,,,
Epson,CEPS-T802XL320-PT,WorkForce Pro WF-4720,WorkForce Pro WF-4730,WorkForce Pro WF-4734,WorkForce Pro WF-4740,,,,,,,,,,
Epson,CEPS-T802XL420-PT,WorkForce Pro WF-4720,WorkForce Pro WF-4730,WorkForce Pro WF-4734,WorkForce Pro WF-4740,,,,,,,,,,
Epson,CEPS-T802XLC,WorkForce Pro WF-4720,WorkForce Pro WF-4730,WorkForce Pro WF-4734,WorkForce Pro WF-4740,,,,,,,,,,
Epson,CEPS-T802XLK,WorkForce Pro WF-4720,WorkForce Pro WF-4730,WorkForce Pro WF-4734,WorkForce Pro WF-4740,,,,,,,,,,
Epson,CEPS-T802XLM,WorkForce Pro WF-4720,WorkForce Pro WF-4730,WorkForce Pro WF-4734,WorkForce Pro WF-4740,,,,,,,,,,
Epson,CEPS-T802XLY,WorkForce Pro WF-4720,WorkForce Pro WF-4730,WorkForce Pro WF-4734,WorkForce Pro WF-4740,,,,,,,,,,
HP Hewlett Packard,CHP-02C,PhotoSmart 3110,PhotoSmart 3210,PhotoSmart 3310,PhotoSmart 8250,PhotoSmart C51,,,,,,,,,
HP Hewlett Packard,CHP-02K,PhotoSmart 3110,PhotoSmart 3210,PhotoSmart 3310,PhotoSmart 8250,PhotoSmart C51,,,,,,,,,
HP Hewlett Packard,CHP-02LC,PhotoSmart 3110,PhotoSmart 3210,PhotoSmart 3310,PhotoSmart 8250,PhotoSmart C51,,,,,,,,,
HP Hewlett Packard,CHP-02LM,PhotoSmart 3110,PhotoSmart 3210,PhotoSmart 3310,PhotoSmart 8250,PhotoSmart C51,,,,,,,,,
HP Hewlett Packard,CHP-02M,PhotoSmart 3110,PhotoSmart 3210,PhotoSmart 3310,PhotoSmart 8250,PhotoSmart C51,,,,,,,,,
HP Hewlett Packard,CHP-02Y,PhotoSmart 3110,PhotoSmart 3210,PhotoSmart 3310,PhotoSmart 8250,PhotoSmart C51,,,,,,,,,
HP Hewlett Packard,CHP-10K,2000CNPro Series,2000CPro Series,2000CSEPro Series,2000CXIPro Series,2200CPro,,,,,,,,,
HP Hewlett Packard,CHP-21,PSC 1410,DeskJet 3747,DESKJET 3910,DESKJET 3915,DESKJET 3920,DESKJET 3930,DE,,,,,,,
HP Hewlett Packard,CHP-22,DESKJET 3910,DeskJet 3747,DESKJET 3915,DESKJET 3920,DESKJET 3930,DESKJET 3930,,,,,,,,
HP Hewlett Packard,CHP-27,DESKJET 3320,5800,DeskJet 450CI,DeskJet 3322,DESKJET 3325,DESKJET 3420,DESKJ,,,,,,,
HP Hewlett Packard,CHP-28,DESKJET 3320,5800,DeskJet 450CI,DeskJet 3322,DESKJET 3325,DESKJET 3420,DESKJ,,,,,,,
HP Hewlett Packard,CHP-564XLC-PT,Deskjet 3070A,DESKJET 3520,Deskjet 3521E,Deskjet 3522E,Deskjet 3526E,OfficeJe,,,,,,,,
HP Hewlett Packard,CHP-564XLK-PT,PhotoSmart 7510,PhotoSmart 7515,PhotoSmart 7520,PhotoSmart 7525,PhotoSmart B85,,,,,,,,,
HP Hewlett Packard,CHP-564XLM-PT,Deskjet 3070A,DESKJET 3520,Deskjet 3521E,Deskjet 3522E,Deskjet 3526E,OfficeJe,,,,,,,,
HP Hewlett Packard,CHP-564XLPBK-PT,PhotoSmart 7510,PhotoSmart 7515,PhotoSmart 7520,PhotoSmart 7525,PhotoSmart B85,,,,,,,,,
HP Hewlett Packard,CHP-564XLY-PT,Deskjet 3070A,DESKJET 3520,Deskjet 3521E,Deskjet 3522E,Deskjet 3526E,OfficeJe,,,,,,,,
HP Hewlett Packard,CHP-56BK,PSC 1110,DeskJet 450CBI,DeskJet 450CI,DeskJet 450WBT,DeskJet 5100,DESKJET 515,,,,,,,,
HP Hewlett Packard,CHP-57CLR,PSC 1110,DeskJet 450CBI,DeskJet 450CI,DeskJet 450WBT,DeskJet 5100,DESKJET 515,,,,,,,,
HP Hewlett Packard,CHP-58,DESKJET 5150,DeskJet 450CBI,DeskJet 450CI,DeskJet 450WBT,DESKJET 5550,DESKJET,,,,,,,,
HP Hewlett Packard,CHP-60BKXL,60XL,DeskJet D1600,DeskJet D1660,DeskJet D2530,DeskJet D2545,DeskJet D2560,D,,,,,,,
HP Hewlett Packard,CHP-60CXL,60XL,DeskJet D1600,DeskJet D1660,DeskJet D2530,DeskJet D2545,DeskJet D2560,D,,,,,,,
HP Hewlett Packard,CHP-61BKXL,61XL,DeskJet 1000,DeskJet 1010,DeskJet 1012,DeskJet 1050,DeskJet 1051,DeskJe,,,,,,,
HP Hewlett Packard,CHP-61CXL,61XL,DeskJet 1000,DeskJet 1010,DeskJet 1012,DeskJet 1050,DeskJet 1051,DeskJe,,,,,,,
HP Hewlett Packard,CHP-62BKXL,62XL,5542,5544,5545,5640,5642,5643,5644,5646,5660,5661,5663,5664,5742
HP Hewlett Packard,CHP-62CXL,62XL,5542,5544,5545,5640,5642,5643,5644,5646,5660,5661,5663,5664,5742
HP Hewlett Packard,CHP-63BKXL,63XL,DeskJet 1110,DeskJet 1112,DeskJet 2130,DeskJet 2131,DeskJet 2132,DeskJe,,,,,,,
HP Hewlett Packard,CHP-63CXL,63XL,DeskJet 1110,DeskJet 1112,DeskJet 2130,DeskJet 2131,DeskJet 2132,DeskJe,,,,,,,
HP Hewlett Packard,CHP-64BKXL,64XL,Envy Photo 6200,Envy Photo 6255,Envy Photo 7100,Envy Photo 7155,Envy Pho,,,,,,,,
HP Hewlett Packard,CHP-64CXL,64XL,Envy Photo 6200,Envy Photo 6255,Envy Photo 7100,Envy Photo 7155,Envy Pho,,,,,,,,
HP Hewlett Packard,CHP-65BKXL,65XL,3720,3722,3730,3732,3752,3755,3758,Deskjet e-All-in-One 2652,,,,,
HP Hewlett Packard,CHP-65CXL,65XL,3720,3722,3730,3732,3752,3755,3758,Deskjet e-All-in-One 2652,,,,,
HP Hewlett Packard,CHP-70C,Designjet Z2100,Designjet Z3100,Designjet Z3100 GP,Designjet Z3200,Designjet Z,,,,,,,,,
HP Hewlett Packard,CHP-70LC,Designjet Z2100,Designjet Z3100,Designjet Z3100 GP,Designjet Z3200,Designjet Z,,,,,,,,,
HP Hewlett Packard,CHP-70LG,Designjet Z2100,Designjet Z3100,Designjet Z3100 GP,Designjet Z3200,Designjet Z,,,,,,,,,
HP Hewlett Packard,CHP-70LM,Designjet Z2100,Designjet Z3100,Designjet Z3100 GP,Designjet Z3200,Designjet Z,,,,,,,,,
HP Hewlett Packard,CHP-70M,Designjet Z2100,Designjet Z3100,Designjet Z3100 GP,Designjet Z3200,Designjet Z,,,,,,,,,
HP Hewlett Packard,CHP-70MBK,Designjet Z2100,Designjet Z3100,Designjet Z3100 GP,Designjet Z3200,Designjet Z,,,,,,,,,
HP Hewlett Packard,CHP-70PBK,Designjet Z2100,Designjet Z3100,Designjet Z3100 GP,Designjet Z3200,Designjet Z,,,,,,,,,
HP Hewlett Packard,CHP-70Y,Designjet Z2100,Designjet Z3100,Designjet Z3100 GP,Designjet Z3200,Designjet Z,,,,,,,,,
HP Hewlett Packard,CHP-711C-PT,T120,T520,,,,,,,,,,,,
HP Hewlett Packard,CHP-711M-PT,T120,T520,,,,,,,,,,,,
HP Hewlett Packard,CHP-711XLK-PT,DesignJet T120,DesignJet T520,,,,,,,,,,,,
HP Hewlett Packard,CHP-711Y-PT,T120,T520,,,,,,,,,,,,
HP Hewlett Packard,CHP-74XL,DESKJET D4260,DESKJET D4263,DESKJET D4268,DESKJET D4280,DESKJET D4300,DESKJET,,,,,,,,
HP Hewlett Packard,CHP-75XL,DESKJET D4260,DESKJET D4263,DESKJET D4268,DESKJET D4280,DESKJET D4300,DESKJET,,,,,,,,
HP Hewlett Packard,CHP-78,DESKJET 920C,DESKJET 930C,DESKJET 932C,DESKJET 935C,DESKJET 940C,DESKJET 950C,,,,,,,,
HP Hewlett Packard,CHP-88C,OFFICEJET PRO K5400,OFFICEJET PRO K550,OFFICEJET PRO K550DTN,OFFICEJET PRO K550,,,,,,,,,,
HP Hewlett Packard,CHP-88K,OFFICEJET PRO K5400,OFFICEJET PRO K550,OFFICEJET PRO K550DTN,OFFICEJET PRO K550,,,,,,,,,,
HP Hewlett Packard,CHP-88M,OFFICEJET PRO K5400,OFFICEJET PRO K550,OFFICEJET PRO K550DTN,OFFICEJET PRO K550,,,,,,,,,,
HP Hewlett Packard,CHP-88Y,OFFICEJET PRO K5400,OFFICEJET PRO K550,OFFICEJET PRO K550DTN,OFFICEJET PRO K550,,,,,,,,,,
HP Hewlett Packard,CHP-901BK,OFFICEJET 4500,OFFICEJET 4500W,OFFICEJET 4500WL,OFFICEJET G510,OFFICEJET G510A,,,,,,,,,
HP Hewlett Packard,CHP-901CLR,OFFICEJET 4500,OFFICEJET 4500W,OFFICEJET 4500WL,OFFICEJET G510,OFFICEJET G510A,,,,,,,,,
HP Hewlett Packard,CHP-902XLBK,6950,6951,6954,6958,6960,6962,6968,6970,6974,6975,6978,6979,,
HP Hewlett Packard,CHP-902XLC,6950,6951,6954,6958,6960,6962,6968,6970,6974,6975,6978,6979,,
HP Hewlett Packard,CHP-902XLM,6950,6951,6954,6958,6960,6962,6968,6970,6974,6975,6978,6979,,
HP Hewlett Packard,CHP-902XLY,6950,6951,6954,6958,6960,6962,6968,6970,6974,6975,6978,6979,,
HP Hewlett Packard,CHP-92,OFFICEJET 6310,DESKJET 5440,DESKJET 5442,DESKJET 5443,OFFICEJET 6313,OFFICEJE,,,,,,,,
HP Hewlett Packard,CHP-920XLC-PT,OfficeJet 6000,OfficeJet 6500,OfficeJet 6500A,OfficeJet 7000,OfficeJet 7500,O,,,,,,,,
HP Hewlett Packard,CHP-920XLK-PT,OfficeJet 6000,OfficeJet 6500,OfficeJet 6500A,OfficeJet 7000,OfficeJet 7500,O,,,,,,,,
HP Hewlett Packard,CHP-920XLM-PT,OfficeJet 6000,OfficeJet 6500,OfficeJet 6500A,OfficeJet 7000,OfficeJet 7500,O,,,,,,,,
HP Hewlett Packard,CHP-920XLY-PT,OfficeJet 6000,OfficeJet 6500,OfficeJet 6500A,OfficeJet 7000,OfficeJet 7500,O,,,,,,,,
HP Hewlett Packard,CHP-92274A,LASERJET 4L,4ML,LBP 430,4MP,4P,4U-PX,4U-PXII,430W,,,,,,
HP Hewlett Packard,CHP-92298A,LASERJET 4,4+,4M,4M+,5,5M,5N,5se,LBP 8N,860,1260,1260+,EX,
HP Hewlett Packard,CHP-92298X,LASERJET 4,4+,4M,4M+,5,5M,5N,5se,LBP 8N,860,1260,1260+,EX,
HP Hewlett Packard,CHP-92298X-R,LASERJET 4,EX,EXII,LASERJET 4+,LASERJET 4M,LASERJET 4M+,LASERJET 5,,,,,,,
HP Hewlett Packard,CHP-93,DESKJET 5420,DESKJET 5420V,DESKJET 5440,DESKJET 5440V,DESKJET 5440XI,DESKJET,,,,,,,,
HP Hewlett Packard,CHP-932XL-PT,OfficeJet 6100-H611A,OfficeJet 6600-H711A,OfficeJet 6700-H711N Premium,OfficeJe,,,,,,,,,,
HP Hewlett Packard,CHP-933XLC-PT,OfficeJet 6100-H611A,OfficeJet 6600-H711A,OfficeJet 6700-H711N Premium,OfficeJe,,,,,,,,,,
HP Hewlett Packard,CHP-933XLM-PT,OfficeJet 6100-H611A,OfficeJet 6600-H711A,OfficeJet 6700-H711N Premium,OfficeJe,,,,,,,,,,
HP Hewlett Packard,CHP-933XLY-PT,OfficeJet 6100-H611A,OfficeJet 6600-H711A,OfficeJet 6700-H711N Premium,OfficeJe,,,,,,,,,,
HP Hewlett Packard,CHP-934XL-PT,LaserJet Pro 6812,LaserJet Pro 6815,OfficeJet Pro 6230,OfficeJet Pro 6830,Offi,,,,,,,,,
HP Hewlett Packard,CHP-935XLC-PT,LaserJet Pro 6812,LaserJet Pro 6815,OfficeJet Pro 6230,OfficeJet Pro 6830,Offi,,,,,,,,,
HP Hewlett Packard,CHP-935XLM-PT,LaserJet Pro 6812,LaserJet Pro 6815,OfficeJet Pro 6230,OfficeJet Pro 6830,Offi,,,,,,,,,
HP Hewlett Packard,CHP-935XLY-PT,LaserJet Pro 6812,LaserJet Pro 6815,OfficeJet Pro 6230,OfficeJet Pro 6830,Offi,,,,,,,,,
HP Hewlett Packard,CHP-94,DESKJET 460C,DESKJET 460CB,DESKJET 460WF,DESKJET 460WTB,DESKJET 5740,DESKJET,,,,,,,,
HP Hewlett Packard,CHP-940XLC-PT,OFFICEJET PRO 8000,OFFICEJET PRO 8500,OFFICEJET PRO 8500A,,,,,,,,,,,
HP Hewlett Packard,CHP-940XLK-PT,OFFICEJET PRO 8000,OFFICEJET PRO 8500,OFFICEJET PRO 8500A,,,,,,,,,,,
HP Hewlett Packard,CHP-940XLM-PT,OFFICEJET PRO 8000,OFFICEJET PRO 8500,OFFICEJET PRO 8500A,,,,,,,,,,,
HP Hewlett Packard,CHP-940XLY-PT,OFFICEJET PRO 8000,OFFICEJET PRO 8500,OFFICEJET PRO 8500A,,,,,,,,,,,
HP Hewlett Packard,CHP-95,DESKJET 460,DESKJET 460C,DESKJET 460CB,DESKJET 460WF,DESKJET 460WTB,DESKJET 5,,,,,,,,
HP Hewlett Packard,CHP-950XL-PT,OfficeJet Pro 251dw,OfficeJet Pro 276dw MFP,OfficeJet Pro 8100,OfficeJet Pro 86,,,,,,,,,,
HP Hewlett Packard,CHP-951XLC-PT,OfficeJet Pro 251dw,OfficeJet Pro 276dw MFP,OfficeJet Pro 8100,OfficeJet Pro 86,,,,,,,,,,
HP Hewlett Packard,CHP-951XLM-PT,OfficeJet Pro 251dw,OfficeJet Pro 276dw MFP,OfficeJet Pro 8100,OfficeJet Pro 86,,,,,,,,,,
HP Hewlett Packard,CHP-951XLY-PT,OfficeJet Pro 251dw,OfficeJet Pro 276dw MFP,OfficeJet Pro 8100,OfficeJet Pro 86,,,,,,,,,,
HP Hewlett Packard,CHP-96,PSC 2350,DESKJET 5740,DESKJET 5940,DESKJET 5943,DESKJET 6520,DESKJET 6540,DE,,,,,,,
HP Hewlett Packard,CHP-97,DESKJET 460,DESKJET 460C,DESKJET 460CB,DESKJET 460WF,DESKJET 460WTB,DESKJET 5,,,,,,,,
HP Hewlett Packard,CHP-970XL-PT,Officejet Pro X451dn,Officejet Pro X451dw,Officejet Pro X476dn,Officejet Pro X4,,,,,,,,,,
HP Hewlett Packard,CHP-971XLC-PT,Officejet Pro X451dn,Officejet Pro X451dw,Officejet Pro X476dn,Officejet Pro X4,,,,,,,,,,
HP Hewlett Packard,CHP-971XLM-PT,Officejet Pro X451dn,Officejet Pro X451dw,Officejet Pro X476dn,Officejet Pro X4,,,,,,,,,,
HP Hewlett Packard,CHP-971XLY-PT,Officejet Pro X451dn,Officejet Pro X451dw,Officejet Pro X476dn,Officejet Pro X4,,,,,,,,,,
HP Hewlett Packard,CHP-98,OFFICEJET 6310,DESKJET 5940,DESKJET 5943,DESKJET D4145,DESKJET D4155,DESKJET,,,,,,,,
HP Hewlett Packard,CHP-980C-PT,Enterprise X555DN,Enterprise X555XH,Enterprise X585DN,Enterprise X585Z,,,,,,,,,,
HP Hewlett Packard,CHP-980K-PT,Enterprise X555DN,Enterprise X555XH,Enterprise X585DN,Enterprise X585F,Enterpr,,,,,,,,,
HP Hewlett Packard,CHP-980M-PT,Enterprise X555DN,Enterprise X555XH,Enterprise X585DN,Enterprise X585F,Enterpr,,,,,,,,,
HP Hewlett Packard,CHP-980Y-PT,Enterprise X555DN,Enterprise X555XH,Enterprise X585DN,Enterprise X585F,Enterpr,,,,,,,,,
HP Hewlett Packard,CHP-99,PSC 1507,DESKJET 460,DESKJET 460C,DESKJET 460CB,DESKJET 460WF,DESKJET 460WTB,,,,,,,,
HP Hewlett Packard,CHP-C3903A,LASERJET 5MP,5P,6MP,6P,6Pse,6Pxi,VX,,,,,,,
HP Hewlett Packard,CHP-C3906A,LASERJET 5L,5LFS,5L Xtra,6L,6Lse,6Lxi,3100se,3100xi,3150,3150se,3150xi,,,
HP Hewlett Packard,CHP-C3909A,LaserJet 5Si,LaserJet 5SiMX,LaserJet 5SiNX,LaserJet 8000,LaserJet 8000DN,Lase,,,,,,,,
HP Hewlett Packard,CHP-C4092A-R,LASERJET 1100,LASERJET 3200,,,,,,,,,,,,
HP Hewlett Packard,CHP-C4096A,LASERJET 2100,LaserJet 2100m,LaserJet 2100se,LaserJet 2100tn,LaserJet 2100xi,,,,,,,,,
HP Hewlett Packard,CHP-C4096A-J,LASERJET 2100,LaserJet2000,LaserJet 2100m,LaserJet 2100se,LaserJet 2100TN,Las,,,,,,,,
HP Hewlett Packard,CHP-C4096A-PT,LASERJET 2100,LaserJet 2100m,LaserJet 2100se,LaserJet 2100tn,LaserJet 2100xi,,,,,,,,,
HP Hewlett Packard,CHP-C4096A-R,LASERJET 2100,LASERJET 2200,,,,,,,,,,,,
HP Hewlett Packard,CHP-C4129X,LASERJET 5000,5000GN,5000N,5100,5100DTN,5100TN,,,,,,,,
HP Hewlett Packard,CHP-C4129X-PT,LASERJET 5000,5000GN,5000N,5100,5100DTN,5100TN,,,,,,,,
HP Hewlett Packard,CHP-C4182X,LASERJET 8100,8100DN,8100N,8150,8150 MFP,8150dn,8150hn,8150n,MOPIER 320,,,,,
HP Hewlett Packard,CHP-C4182X-PT,LASERJET 8100,8100DN,8100N,8150,8150 MFP,8150dn,8150hn,8150n,MOPIER 320,,,,,
HP Hewlett Packard,CHP-C4191A-R,COLOR LASERJET 4550,COLOR LASERJET 4500,,,,,,,,,,,,
HP Hewlett Packard,CHP-C4193A-R,COLOR LASERJET 4550,COLOR LASERJET 4500,,,,,,,,,,,,
HP Hewlett Packard,CHP-C7115A,LASERJET 1200,LASERJET 1000,LASERJET 1005,LASERJET 1220,LASERJET 3300,LASERJE,,,,,,,,
HP Hewlett Packard,CHP-C7115A-R,LASERJET 1200,LASERJET 1000,LASERJET 1005,LASERJET 1220,LASERJET 3300,LASERJE,,,,,,,,
HP Hewlett Packard,CHP-C7115AUNI-PT,LASERJET 1000,LASERJET 1005,LaserJet 1150,LASERJET 1200,LaserJet 1200N,LaserJ,,,,,,,,
HP Hewlett Packard,CHP-C7115X,LASERJET 1000,1005W,1200,1200n,1200se,1220,1220se,3300,3300 MFP,3310,332,,,
HP Hewlett Packard,CHP-C7115XUNI,LASERJET 1000,LASERJET 1200,,,,,,,,,,,,
HP Hewlett Packard,CHP-C7115XUNI-PT,LASERJET 1000,LASERJET 1200,,,,,,,,,,,,
HP Hewlett Packard,CHP-C8061X-R,LASERJET 4100 ,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C8543X,LASERJET 9000,9000DN,9000HNS,9000MFP,9000N,9040,9040DN,9040MFP,9040N,9050,,,,
HP Hewlett Packard,CHP-C9720A-R,COLOR LASERJET 4600,COLOR LASERJET 4650,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9722A-R,COLOR LASERJET 4600,COLOR LASERJET 4650,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9723A-R,COLOR LASERJET 4600,COLOR LASERJET 4650,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9730A-R,COLOR LASERJET 5500,COLOR LASERJET 5550,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB380A,COLOR LASERJET CP6015,CP6015DE,CP6015DN,CP6015N,CP6015X,CP6015XH,,,,,,,,
HP Hewlett Packard,CHP-CB380A-R,COLOR LASERJET CP6015,Color LaserJet CP6030,Color LaserJet CP6040,,,,,,,,,,,
HP Hewlett Packard,CHP-CB381A,COLOR LASERJET CP6015,CP6015DE,CP6015DN,CP6015N,CP6015X,CP6015XH,,,,,,,,
HP Hewlett Packard,CHP-CB381A-R,COLOR LASERJET CP6015,Color LaserJet CP6030,Color LaserJet CP6040,,,,,,,,,,,
HP Hewlett Packard,CHP-CB382A-R,COLOR LASERJET CP6015,Color LaserJet CP6030,Color LaserJet CP6040,,,,,,,,,,,
HP Hewlett Packard,CHP-CB383A,COLOR LASERJET CP6015,CP6015DE,CP6015DN,CP6015N,CP6015X,CP6015XH,,,,,,,,
HP Hewlett Packard,CHP-CB383A-R,COLOR LASERJET CP6015,Color LaserJet CP6030,Color LaserJet CP6040,,,,,,,,,,,
HP Hewlett Packard,CHP-CB384A,COLOR LASERJET CP6015,COLOR LASERJET CM6030 MFP,Color LaserJet CM6030F MFP,COLO,,,,,,,,,,
HP Hewlett Packard,CHP-CB385A,COLOR LASERJET CM6030 MFP,Color LaserJet CM6030F MFP,COLOR LASERJET CM6040 MFP,,,,,,,,,,,
HP Hewlett Packard,CHP-CB386A,COLOR LASERJET CM6030 MFP,Color LaserJet CM6030F MFP,COLOR LASERJET CM6040 MFP,,,,,,,,,,,
HP Hewlett Packard,CHP-CB387A,COLOR LASERJET CM6030 MFP,Color LaserJet CM6030F MFP,COLOR LASERJET CM6040 MFP,,,,,,,,,,,
HP Hewlett Packard,CHP-CB400A,Color LaserJet CP4005dn,Color LaserJet CP4005n,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB400A-PT,Color LaserJet CP4005dn,Color LaserJet CP4005n,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB400A-R,COLOR LASERJET CP4005 ,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB401A,Color LaserJet CP4005dn,Color LaserJet CP4005n,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB401A-PT,Color LaserJet CP4005dn,Color LaserJet CP4005n,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB401A-R,COLOR LASERJET CP4005 ,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB402A,Color LaserJet CP4005dn,Color LaserJet CP4005n,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB402A-PT,Color LaserJet CP4005dn,Color LaserJet CP4005n,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB402A-R,COLOR LASERJET CP4005 ,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB403A,COLOR LASERJET CP4005 ,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB403A-PT,COLOR LASERJET CP4005 ,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB403A-R,COLOR LASERJET CP4005 ,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB540A,CM1312MFP,CP1210,CP1215,CP1215N,CP1510,CP1515,CP1515n,CP1518,CP1518ni,,,,,
HP Hewlett Packard,CHP-CB540A-R,COLOR LASERJET CM1312,COLOR LASERJET CP1210,COLOR LASERJET CP1215,COLOR LASERJE,,,,,,,,,,
HP Hewlett Packard,CHP-CB541A-J,COLOR LASERJET CM1312,COLOR LASERJET CP1210,COLOR LASERJET CP1215,COLOR LASERJE,,,,,,,,,,
HP Hewlett Packard,CHP-CB541A-R,COLOR LASERJET CM1312,COLOR LASERJET CP1210,COLOR LASERJET CP1215,COLOR LASERJE,,,,,,,,,,
HP Hewlett Packard,CHP-CB542A-J,COLOR LASERJET CM1312,COLOR LASERJET CP1210,COLOR LASERJET CP1215,COLOR LASERJE,,,,,,,,,,
HP Hewlett Packard,CHP-CB542A-R,COLOR LASERJET CM1312,COLOR LASERJET CP1210,COLOR LASERJET CP1215,COLOR LASERJE,,,,,,,,,,
HP Hewlett Packard,CHP-CB543A-J,COLOR LASERJET CM1312,COLOR LASERJET CP1210,COLOR LASERJET CP1215,COLOR LASERJE,,,,,,,,,,
HP Hewlett Packard,CHP-CB543A-R,COLOR LASERJET CM1312,COLOR LASERJET CP1210,COLOR LASERJET CP1215,COLOR LASERJE,,,,,,,,,,
